0.0010309219360351562,361,204,-1
0.10277724266052246,356,204,-1
0.20943832397460938,349,204,-1
0.3161585330963135,344,204,-1
0.41792774200439453,341,205,-1
0.5245966911315918,339,204,-1
0.6313438415527344,338,204,0
0.734067440032959,338,204,0
0.8397834300994873,338,205,0
0.9465138912200928,335,204,-1
1.0531814098358154,332,204,-1
1.155909776687622,330,204,-1
1.2616751194000244,329,204,0
1.3644018173217773,330,205,0
1.4711554050445557,330,204,0
1.5767807960510254,330,204,0
1.6795048713684082,329,204,0
1.7862741947174072,327,204,-1
1.8929717540740967,327,204,0
1.9947137832641602,328,204,0
2.101419448852539,331,204,1
2.208137273788452,338,210,1
2.3108608722686768,347,210,1
2.4165356159210205,357,211,1
2.5232863426208496,369,210,1
2.6260337829589844,383,211,1
2.7326927185058594,396,211,1
2.8384599685668945,408,211,1
2.9421348571777344,416,211,1
3.0478851795196533,422,211,1
3.1545605659484863,427,211,1
3.256333827972412,431,211,1
3.3630433082580566,435,211,1
3.4698052406311035,438,211,1
3.5724778175354004,441,211,1
3.6782145500183105,443,211,1
3.7848761081695557,444,211,0
3.8876373767852783,446,209,1
3.9933624267578125,448,211,1
4.10106897354126,450,211,1
4.202809810638428,452,211,1
4.309516429901123,454,211,1
4.416196584701538,454,211,0
4.51808762550354,454,209,0
4.625628471374512,452,208,-1
4.731349468231201,449,205,-1
4.837106704711914,447,205,-1
4.93996262550354,442,204,-1
5.046503067016602,437,204,-1
5.153249502182007,433,204,-1
5.255974054336548,430,204,-1
5.361688852310181,427,204,-1
5.468416213989258,425,204,-1
5.571096181869507,423,205,-1
5.677846193313599,419,204,-1
5.783561944961548,415,204,-1
5.886306285858154,410,204,-1
5.993015766143799,405,204,-1
6.099687099456787,400,204,-1
6.202418327331543,395,204,-1
6.309171438217163,391,204,-1
6.414897918701172,384,204,-1
6.517604827880859,377,205,-1
6.623297452926636,370,205,-1
6.730060577392578,364,204,-1
6.832757949829102,360,204,-1
6.9384777545928955,357,204,-1
7.046196937561035,355,204,-1
7.147921800613403,351,204,-1
7.254597902297974,347,205,-1
7.360359191894531,343,204,-1
7.463035583496094,340,204,-1
7.569793224334717,339,204,0
7.672512769699097,338,205,0
7.778226613998413,339,205,0
7.8859477043151855,338,205,0
7.98763632774353,337,206,0
8.093392848968506,336,206,0
8.2001371383667,335,205,0
8.302836656570435,335,205,0
8.409507751464844,335,206,0
8.516252756118774,336,206,0
8.617985725402832,335,206,0
8.72470474243164,332,206,-1
8.831421613693237,331,204,0
8.934102535247803,330,205,0
9.03985047340393,331,206,0
9.146576642990112,331,206,0
9.249266147613525,332,205,0
9.355997800827026,330,205,-1
9.461745023727417,329,204,0
9.564516544342041,329,205,0
9.671163558959961,331,205,1
9.777900457382202,335,211,1
9.879626512527466,343,210,1
9.986327886581421,354,210,1
10.093033790588379,367,210,1
10.195773363113403,381,210,1
10.301443576812744,396,211,1
10.408157587051392,408,211,1
10.509885549545288,418,211,1
10.617602109909058,425,211,1
10.723366260528564,431,211,1
10.826208591461182,435,211,1
10.932761192321777,438,211,1
11.038515329360962,442,212,1
11.141244888305664,444,211,1
11.24791145324707,445,211,0
11.35368037223816,446,209,0
11.456533193588257,445,208,0
11.56337022781372,443,207,-1
11.670064687728882,440,204,-1
11.775746822357178,437,204,-1
11.878470659255981,434,204,-1
11.985228538513184,430,205,-1
12.09116268157959,424,204,-1
12.193981885910034,420,204,-1
12.300605773925781,416,204,-1
12.410309314727783,411,204,-1
12.564899206161499,406,204,-1
12.65964388847351,400,205,-1
12.740455865859985,393,204,-1
12.824202060699463,387,204,-1
12.930918455123901,384,205,-1
13.037663459777832,381,204,-1
13.140361785888672,378,204,-1
13.247128963470459,375,205,-1
13.352789640426636,370,205,-1
13.455514430999756,364,204,-1
13.56123161315918,360,204,-1
13.667945384979248,357,204,-1
13.770670652389526,356,204,0
13.877550840377808,354,205,-1
13.983205795288086,352,205,-1
14.086865901947021,348,204,-1
14.193546772003174,344,204,-1
14.299291133880615,343,205,0
14.401018381118774,342,205,0
14.507878065109253,341,205,0
14.614461183547974,342,205,0
14.717177152633667,341,205,0
14.822857141494751,340,205,0
14.929613590240479,340,206,0
15.032342195510864,341,206,0
15.139043092727661,342,205,0
15.245262861251831,346,205,1
15.348803758621216,355,211,1
15.453696012496948,366,210,1
15.560277462005615,379,210,1
15.663003206253052,394,211,1
15.769721508026123,407,211,1
15.875457286834717,418,211,1
15.978301763534546,426,211,1
16.085015535354614,433,211,1
16.191734313964844,436,211,1
16.293415307998657,440,211,1
16.40017080307007,443,211,1
16.50687837600708,445,211,1
16.60961103439331,447,211,1
16.71628761291504,448,211,0
16.822050094604492,446,209,-1
16.928717851638794,444,204,-1
17.031445503234863,440,205,-1
17.137202739715576,437,205,-1
17.24390411376953,433,204,-1
17.346641302108765,428,204,-1
17.45237159729004,423,204,-1
17.559072256088257,417,204,-1
17.66182041168213,412,204,-1
17.768504858016968,407,204,-1
17.87430500984192,402,204,-1
17.977956533432007,397,205,-1
18.08366298675537,391,205,-1
18.19037652015686,383,204,-1
18.2931010723114,377,204,-1
18.39878559112549,372,204,-1
18.505541801452637,369,204,-1
18.608261585235596,366,204,-1
18.713944911956787,364,204,-1
18.820703983306885,359,204,-1
18.92338252067566,354,204,-1
19.030142545700073,351,205,-1
19.13587760925293,348,204,-1
19.23858070373535,346,204,-1
19.34528660774231,345,204,0
19.447982788085938,344,205,0
19.553696632385254,342,206,-1
19.66058921813965,339,204,-1
19.76313805580139,338,205,0
19.869883060455322,337,205,0
19.975610733032227,337,205,0
20.078343152999878,337,205,0
20.185041427612305,337,205,0
20.29178214073181,335,205,-1
20.397443771362305,332,204,-1
20.50016498565674,330,204,-1
20.606914043426514,330,204,0
20.70885920524597,333,205,1
20.81558585166931,340,210,1
20.922252655029297,349,210,1
21.024982929229736,360,210,1
21.130696058273315,373,210,1
21.237475633621216,386,211,1
